1	1	908	0	-14.27448755	9.487156084	-0.454336219
2	1	911	0	-14.45366657	8.353828005	-0.113495883
3	1	911	0	-14.20564563	8.951255266	0.572840643
4	1	908	0	-12.95404423	9.438003308	0.029246463
5	1	911	0	-12.15346881	8.848163985	-0.495433229
6	1	911	0	-12.7826328	8.677223158	-0.307114442
7	1	908	0	-12.04253718	10.7576433	-0.591704684
8	1	911	0	-11.02830992	10.58901544	-0.255061641
9	1	911	0	-11.72588433	10.75792156	-1.297776448
10	1	908	0	-16.55931519	13.72230059	-0.452141227
11	1	911	0	-16.12325771	13.91063563	0.200716933
12	1	911	0	-16.23583995	12.8200124	0.105286676
13	1	908	0	-20.16089769	6.922046387	0.074267311
14	1	911	0	-20.55077245	5.939671489	0.572413378
15	1	911	0	-20.5340157	6.323644653	-0.411961091
16	1	908	0	-21.6722909	7.858462831	0.34748887
17	1	911	0	-21.52408659	8.859162142	1.017009956
18	1	911	0	-22.61363703	7.720324266	-0.293850837
19	1	908	0	-21.53187567	9.41422491	0.202474256
20	1	911	0	-22.22591103	9.591555494	-0.525226106
21	1	911	0	-20.98798279	9.088854376	-0.744478381
22	1	907	0	-14.85758494	10.71514496	-0.153063047
23	1	910	0	-15.22217943	11.14203454	-1.075276248
24	1	910	0	-15.92838522	10.93638808	0.743056537
25	1	910	0	-16.08254503	10.73936928	-0.149000371
26	1	907	0	-9.002997934	11.96071747	-0.174007078
27	1	910	0	-8.567582144	11.32376654	0.536357515
28	1	910	0	-8.570837035	13.07050985	-0.178806641
29	1	910	0	-7.914613007	12.04671361	-0.147430052
30	1	81	0	-10.46695217	12.52695909	-0.256358781
31	1	85	0	-10.31037081	13.4265203	-0.004399378
32	1	85	0	-10.73592223	13.11835483	-1.135189601
33	1	82	0	-11.97992731	12.23076207	-0.073300122
34	1	85	0	-12.78891477	12.04834822	-0.65660201
35	1	431	0	-12.75312761	13.8670367	-0.050856594
36	1	911	0	-12.17662115	14.03267162	0.79624789
37	1	911	0	-12.67100885	14.82865656	-0.192083604
38	1	406	0	-15.34431871	14.83587177	-0.536054785
39	1	407	0	-15.26960986	16.07148231	-0.976053266
40	1	408	0	-14.27768081	13.80354658	-0.158763642
41	1	417	0	-18.31813416	12.81798462	0.23319168
42	1	418	0	-18.43065403	12.07074182	-0.558209556
43	1	415	0	-19.61831716	14.17272989	0.366027125
44	1	416	0	-20.07029273	15.71504265	-0.13381127
45	1	416	0	-20.81898032	13.60412539	0.07686832
46	1	419	0	-18.5295558	14.82186702	-0.462692983
47	1	880	0	-13.51905948	19.32344158	-0.482997759
48	1	431	0	-17.47994867	8.917688327	-0.233392239
49	1	911	0	-17.30265854	9.376198713	0.511980549
50	1	911	0	-16.4674973	8.850333865	-0.03359202
51	1	406	0	-18.58152115	11.13038134	0.240582793
52	1	407	0	-19.4181036	10.39238126	0.113800561
53	1	408	0	-18.27073981	9.755247323	-0.064282906
54	1	907	0	-16.46694503	6.494213091	-0.049850012
55	1	910	0	-15.95839503	7.240899318	-0.531892107
56	1	910	0	-16.18155358	5.407408809	0.075035955
57	1	910	0	-15.88271861	7.181407762	0.534560381
58	1	81	0	-17.92259777	6.362238476	0.107966474
59	1	85	0	-17.51323939	6.261438008	1.009507268
60	1	85	0	-18.29150552	5.449215803	0.085809674
61	1	82	0	-18.5051401	7.61926555	0.276635007
62	1	85	0	-19.13626156	8.041001914	-0.406984902
63	1	907	0	-22.82865762	10.33786969	0.11676153
64	1	910	0	-23.5655431	9.541746835	0.614679918
65	1	910	0	-22.16728048	10.54725414	0.674718827
66	1	910	0	-22.67264211	11.15505164	-0.290895575
