1	-0.22
2	0.22
3	0.55
4	-0.5
5	-0.58
6	0.08
7	0.45
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	-0.7
21	0.435
22	0.265
23	0.265
24	-0.47
25	-0.45
26	-0.47
27	-0.3
28	0.235
29	0.27
30	0.18
31	0.18
32	0.235
33	0.235
34	0.3
35	0.3
36	-0.43
37	0.28
38	0.15
39	0.265
40	0.265
41	-0.5
42	0.25
43	0.25
44	0.5
45	-0.25
46	0.42
47	-0.14
48	0.248
49	-0.062
50	0.139
51	-0.459
52	0.16
53	-0.5
54	-0.57
55	0.5
56	0.285
57	0
58	0
59	0
60	0
61	0
62	0
63	-0.834
64	0.417
65	0
66	0.52
67	-1.04
68	-0.822
69	0.411
70	0
71	0.511
72	-1.022
73	0
74	0.241
75	-0.241
76	-0.82
77	0.41
78	-1.02
79	0.34
80	-0.18
81	-0.12
82	-0.06
83	-0.24
84	0
85	0.06
86	0
87	-0.115
88	-0.23
89	0.115
90	-0.115
91	0.115
92	0
93	-0.065
94	-0.005
95	-0.115
96	-0.683
97	0.418
98	0.04
99	0.145
100	0.205
101	0.265
102	0.1263
103	0.5323
104	-0.6351
105	0.4286
106	-0.2057
107	0.0825
108	0.15
109	-0.585
110	0.435
111	-0.7
112	0.435
113	-0.73
114	0.465
115	0.145
116	0.205
117	0.265
118	0.06
119	-0.17
120	0
121	-0.285
122	-0.4
123	0.11
124	0.14
125	0.17
126	0.2
127	0.03
128	-0.4
129	-0.7
130	0.435
131	0.2
132	0.1
133	0.265
134	0.1
135	0.3
136	0.1
137	0.365
138	0.1
139	0.4
140	0.465
141	0.085
142	-0.335
143	-0.47
144	-0.435
145	-0.2175
146	0.155
147	0.235
148	0.06
149	0.12
150	0.18
151	0.0375
152	0.0975
153	0.1575
154	0.2175
155	0.0375
156	0.0975
157	0.1575
158	0.2175
159	0
160	0.2
161	0.26
162	0.32
163	-0.055
164	-0.32
165	0.08
166	0.14
167	0.2
168	-0.12
169	0.005
170	0.1025
171	0.14
172	0.2
173	0.7
174	0.565
175	0.585
176	0.615
177	0.5
178	-0.5
179	-0.76
180	-0.5
181	-0.14
182	0.38
183	0.3
184	0.02
185	-0.11
186	0.08
187	-0.05
188	0.01
189	0.142
190	-0.39
191	-0.542
192	0.333
193	-0.49
194	0.42
195	-0.42
196	0.37
197	0.06
198	-0.12
199	-0.06
200	0
201	0.06
202	0.035
203	0.395
204	-0.43
205	0.18
206	-0.18
207	-0.385
208	0.085
209	0.52
210	-0.44
211	-0.53
212	0.45
213	0.7
214	-0.8
215	-0.28
216	-0.22
217	-0.16
218	-0.1
219	0.45
220	-0.45
221	0
222	0.47
223	-0.47
224	0.06
225	0.04
226	-0.02
227	0.1
228	-0.09
229	-0.4
230	-0.3
231	0
232	0.35
233	0.33
234	0.13
235	0.19
236	0.25
237	0.31
238	0.23
239	0.17
240	0.11
241	0.09
242	0.15
243	-0.8
244	0.46
245	0.64
246	-0.7
247	0.44
248	0.2
249	-0.11
250	0.19
251	-0.05
252	-0.2
253	0.31
254	-0.46
255	0.36
256	-0.85
257	0.37
258	-0.15
259	0.1
260	-0.04
261	0.1
262	-0.6
263	0.5
264	-0.51
265	0.45
266	-0.07
267	0.08
268	0.41
269	-0.4
270	0.36
271	-0.42
272	0.1
273	0.1
274	-0.14
275	0.08
276	-0.56
277	0.55
278	-0.54
279	0.46
280	-0.06
281	0.1
282	0.38
283	-0.48
284	-0.79
285	0.385
286	0.355
287	0.1
288	0.1
289	-0.53
290	0.22
291	-0.55
292	0.38
293	0.15
294	0.44
295	-0.49
296	0.2
297	-0.5
298	0.2
299	-0.81
300	0.385
301	0.355
302	0.2
303	0.35
304	-0.56
305	0.46
306	-0.51
307	0.34
308	0.12
309	0.52
310	0.38
311	-0.8
312	0.4
313	-0.51
314	-0.01
315	0.12
316	-0.01
317	0.14
318	-0.01
319	0.13
320	-0.64
321	0.65
322	-0.74
323	0.66
324	-0.06
325	0.1
326	0.49
327	-0.3
328	0.48
329	-0.81
330	0.46
331	0.43
332	0.14
333	0.14
334	0.01
335	0.16
336	0.78
337	-0.66
338	-0.43
339	0.2
340	0.18
341	-0.06
342	0.12
343	-1
344	-1
345	-1
346	-1
347	1
348	1
349	1
350	1
351	1
352	1
353	2
354	2
355	2
356	2
357	-0.4
358	0.1
359	-0.9
360	-0.2
361	0.06
362	-0.98
363	-1.07
364	0.19
365	0.51
366	-0.82
367	-0.3
368	0.07
369	-1.31
370	0.4
371	-0.4
372	0.08
373	0
374	0.07
375	-0.98
376	-1.3
377	0.3
378	2.5
379	-0.25
380	-0.865
381	1.62
382	-0.92
383	-0.6
384	0.3
385	-0.03
386	1.92
387	-1.12
388	-0.7
389	0.44
390	-0.1
391	1.62
392	-0.97
393	-0.63
394	0.28
395	-0.02
396	-0.51
397	0.08
398	-0.14
399	0.32
400	0.02
401	-0.04
402	-0.47
403	0.12
404	0.14
405	0.24
406	0.51
407	-0.43
408	-0.33
409	0.16
410	0.03
411	0.635
412	0.625
413	0.135
414	-0.215
415	1.48
416	-0.68
417	-0.54
418	0.18
419	-1
420	0.44
421	-0.8
422	0.41
423	0.18
424	0.03
425	0.39
426	-0.06
427	-0.18
428	0.06
429	0
430	0.03
431	0.19
432	0.22
433	0.25
434	1.374
435	-0.687
436	0.245
437	0.13
438	-0.42
439	-0.035
440	0.025
441	0.075
442	-0.055
443	0.13
444	-0.57
445	0.42
446	-0.005
447	0.295
448	-0.015
449	0.015
450	0.385
451	0.215
452	-0.49
453	-0.54
454	0.46
455	-0.115
456	0.055
457	0.115
458	-0.03
459	0.085
460	0
461	-0.678
462	0.473
463	-0.447
464	0.227
465	0.012
466	0.155
467	0.065
468	-0.468
469	0.192
470	0.042
471	-0.839
472	0.874
473	0.653
474	-0.689
475	-0.032
476	0.011
477	0.197
478	-0.331
479	0.378
480	-0.16
481	-0.009
482	0.122
483	-0.239
484	-0.163
485	-0.149
486	0.317
487	0.155
488	0.118
489	-0.059
490	-0.491
491	0.246
492	-0.32
493	-0.034
494	0.301
495	0.072
496	0.15
497	0.135
498	-0.257
499	0.275
500	-0.563
501	0.185
502	-0.286
503	0.306
504	0.078
505	0.075
506	0.187
507	-0.19
508	-0.019
509	-0.154
510	0.142
511	0.126
512	-0.257
513	0.511
514	-0.59
515	0.169
516	-0.148
517	0.043
518	0.091
519	0.181
520	-0.122
521	-0.413
522	0.405
523	-0.455
524	0.25
525	0.053
526	0.184
527	0.098
528	-0.5
529	0.001
530	-0.39
531	-0.27
532	-0.127
533	-0.108
534	-0.258
535	0.22
536	0.225
537	0.376
538	0.147
539	0.172
540	0.155
541	0.107
542	0.11
543	0.14
544	-0.694
545	0.425
546	-0.359
547	-0.008
548	-0.197
549	-0.112
550	-0.07
551	-0.307
552	0.563
553	-0.051
554	0.028
555	0.146
556	0.119
