262	-0.521	-2.018	1.996	0
263	-0.5	-1.5	1	0
264	-0.5	-1.5	1	0
265	-1.22	-0.126	0.422	0
266	0.65	-0.25	0.67	0
267	-1.42	-0.62	0.1	0
268	0	0	0.76	0
269	0	0	0.198	0
270	0	0	0.76	0
271	0	0	0.76	0
272	0	0	0.76	0
273	0	0	0.3	0
274	0	0	0	0
275	-2.365	0.912	-0.85	0
276	-1.737	1.251	-3.501	0
277	0	0	0	0
278	0	0.462	0	0
279	4.753	-0.734	0	0
280	0	0	0	0
281	0	0	0	0
282	2.929	-2.533	0.497	0
283	2.3	6.089	0	0
284	0	0	0	0
285	0	0	0	0
286	0	0	0	0
287	0	0	0	0
288	1.362	-1.457	0.149	0
289	0	0	0	0
290	0.416	-0.128	0.695	0
291	-0.19	-0.417	0.418	0
292	0	0	0.56	0
293	0	0	0.4	0
294	0	0	0.56	0
295	1.711	-0.5	0.663	0
296	0	0	0.468	0
297	0.5	0	0	0
298	0.5	0	0	0
299	0.5	0	0	0
300	2.817	-0.169	0.543	0
301	0.346	0.405	-0.904	0
302	0.346	0.405	-0.904	0
303	0	0	0.3	0
304	0	0	0.318	0
305	0	0	-0.372	0
306	0	0	-0.372	0
307	0	0	-0.25	0
308	0	-8	0	0
309	0	-8	0	0
310	0	0	0	0
311	0	0.45	0	0
312	0	0	0	0
313	-0.5	0.5	-0.5	0
314	0	-0.4	0	0
315	0	0	0	0
316	0	0	0	0
317	0	0	0.4	0
318	0.5	0	0	0
319	0.346	0.405	-0.904	0
320	0	0	-0.372	0
321	0	0	-0.372	0
322	0	0	-0.372	0
323	1.711	-0.5	0.663	0
324	0	0	0.3	0
325	0	0	0.468	0
326	1.438	-0.124	0.264	0
327	0	0	0.347	0
328	0	0	0.302	0
329	0	0	0.261	0
330	0	0	0.462	0
331	0	0	0.3	0
332	-0.19	-0.417	0.418	0
333	1.829	0.243	-0.498	0
334	-0.19	-0.417	0.418	0
335	0	0	0	0
336	0	0	0	0
337	0	0	0.177	0
338	0	0	0	0
339	0	0	0	0
340	1	-0.35	0	0
341	2.756	-0.872	-3.68	0
342	-1	-0.35	0	0
343	1.5	-1.5	0	0
344	-1.5	-1.5	0	0
345	-1.5	-1.5	0	0
346	0	0	0	0
347	0	0.5	-0.5	0
348	0	0	0	0
349	0	0	0	0
350	0	0	0	0
351	0	0	0.25	0
352	0	0	0.25	0
353	2.25	0	0	0
354	0	0	0	0
355	0	0	0	0
356	0	0	0	0
357	0	0	0	0
358	0	0	0	0
359	0	0	0.35	0
360	0	0	0.35	0
361	0	0	0.35	0
362	0	0	0.35	0
363	0	0	0	0
364	0	0	0	0
365	-0.714	0	0	0
366	0	0	0	0
367	0	0	0	0
368	0	0	-0.48	0
369	0	0	0	0
370	0	0	0	0
371	0	0	0	0
372	0	0	0	0
373	0	0.45	0	0
374	0	0	0	0
375	1.7	-0.6	0	0
376	0	-0.4	0	0
377	0	0	0	0
378	0	0.45	0	0
379	0	0	0	0
380	0	-0.4	0	0
381	0	0	0	0
382	0	0	0	0
383	0	0	0	0
384	0	0	0	0
385	0	0	0	0
386	0	0	0.3	0
387	0	-1	0	0
388	0	-1	0	0
389	0	0.4	0	0
390	0	0	0	0
391	1	-0.5	0.5	0
392	0	0	0.3	0
393	0	0	0	0
394	1	-0.35	0	0
395	-1	-0.35	0	0
396	-1	-0.35	0	0
397	1.5	-1.5	0	0
398	3.132	-1.491	2.744	0
399	-1.5	-1.5	0	0
400	-1.737	1.251	-3.501	0
401	-1.396	-0.427	0	0
402	4.753	-0.734	0	0
403	0	0	-0.139	0
404	0	0	0	0
405	0	0	0	0
406	1	0	0	0
407	0	0	0.26	0
408	0	0	0.18	0
409	0	0	0	0
410	0	0	0.18	0
411	0.346	0.405	-0.904	0
412	0	0	0.3	0
413	0	0	0.318	0
414	0	0	-0.372	0
415	0	1.1	0	0
416	0	1.1	0	0
417	0	-7.414	1.705	0
418	0	0.6	0	0
419	1.6	5.1	0	0
420	0	4.8	0	0
421	0	7.25	0	0
422	0	7.25	0	0
423	0	7.25	0	0
424	0	7.25	0	0
425	0	7.25	0	0
426	0	0	0	0
427	0	0	0	0
428	0	0	0	0
429	0	0	0	0
430	0	0	0	0
431	0	0	0	0
432	0	0	0	0
433	0	0	0	0
434	0	0	0	0
435	0	0	0	0
436	0	0	0	0
437	0	0	0	0
438	0	0	0	0
439	0	0	0	0
440	0	0	0	0
441	0	0	0.3	0
442	0	0	0.3	0
443	0.65	-0.25	0.67	0
444	0	0	0.76	0
445	-3.5	3	0	0
446	-3.5	3	0	0
447	0	2.5	0	0
448	0	3	0	0
449	0.4	5.5	0	0
450	0	2.99	0	0
451	-0.375	-1.358	0.004	0
452	0.65	-0.25	0.67	0
453	-0.375	-1.358	0.004	0
454	0	0	0.76	0
455	3	3	0	0
456	0	5.2	0	0
457	0	0	0.562	0
458	3.5	-3.3	1.5	0
459	0	0	0	0
460	0	0	0	0
461	0	7.25	0	0
462	0	7.25	0	0
463	0	7.25	0	0
464	0	7.25	0	0
465	0	0	0	0
466	0	0	0	0
467	0	2.1	0	0
468	0	2.1	0	0
469	0	2.1	0	0
470	0	2.1	0	0
471	0	2.1	0	0
472	0	2.1	0	0
473	0	2.1	0	0
474	0	7.25	0	0
475	0	7.25	0	0
476	0	7.25	0	0
477	0	7.25	0	0
478	0	0	0	0
479	2.074	-2.966	2.473	0
480	1.671	-4.901	0.669	0
481	0	2.1	0	0
482	0	2.1	0	0
483	0	2.1	0	0
484	0	2.1	0	0
485	0	2.1	0	0
486	0	2.1	0	0
487	0	2.1	0	0
488	0	2.17	0	0
489	0	3	0	0
490	0	2.1	0	0
491	0	2.1	0	0
492	0	2.1	0	0
493	0	2.1	0	0
494	0	2.17	0	0
495	0	2.17	0	0
496	0	7.25	0	0
497	0	2.17	0	0
498	0	2.17	0	0
499	0	2.17	0	0
500	0	2.17	0	0
501	0	0	0	0
502	-1.396	-0.427	0	0
503	-1.396	-0.427	0	0
504	0	0	0	0
505	0	0	0	0
506	0	0	0	0
507	0	0	0	0
508	0	0	0.3	0
509	0	0	0.3	0
510	0	0	0.3	0
511	-7.582	3.431	3.198	0
512	0	2.03	0	0
513	0	2.1	0	0
514	0	2.1	0	0
515	0	2.1	0	0
516	0	2.1	0	0
517	0	2.1	0	0
518	0	2.1	0	0
519	0	2.1	0	0
520	0	-8	0	0
521	0	-8	0	0
522	0	14	0	0
523	0	14	0	0
524	0	14	0	0
525	0	14	0	0
526	0	14	0	0
527	0	14	0	0
528	0	14	0	0
529	0	14	0	0
530	0	14	0	0
531	0	14	0	0
532	0	14	0	0
533	0	14	0	0
534	-1.6	14	0	0
535	0	14	0	0
536	0	14	0	0
537	0	14	0	0
538	0.205	-0.531	0	0
539	0	0	-0.372	0
540	0	0	-0.372	0
541	1.241	3.353	-0.286	0
542	0	14	0	0
543	0	14	0	0
544	0	14	0	0
545	0	14	0	0
546	0	14	0	0
547	0	14	0	0
548	0	14	0	0
549	0	14	0	0
550	0	14	0	0
551	0	14	0	0
552	0	14	0	0
553	0	2.17	0	0
554	0	2.17	0	0
555	0	7.25	0	0
556	0	7.25	0	0
557	0	7.25	0	0
558	0	2.17	0	0
559	0	2.17	0	0
560	0	0	0	0
561	0	0	0	0
562	0	7.25	0	0
563	0	7.25	0	0
564	0	7.25	0	0
565	0	7.25	0	0
566	0	7.25	0	0
567	0	7.25	0	0
568	0	7.25	0	0
569	0	7.25	0	0
570	0	7.25	0	0
571	0	7.25	0	0
572	0	7.25	0	0
573	0	7.25	0	0
574	0	7.25	0	0
575	0	7.25	0	0
576	0	7.25	0	0
577	0	7.25	0	0
578	0	7.25	0	0
579	0	1.62	0	-0.44
580	0	7.25	0	0
581	0	7.25	0	0
582	0	7.25	0	0
583	0	7.25	0	0
584	0	7.25	0	0
585	0	7.25	0	0
586	0	7.25	0	0
587	0	7.25	0	0
588	0	7.25	0	0
589	0	7.25	0	0
590	0	7.25	0	0
591	0	7.25	0	0
592	0	7.25	0	0
593	0	0	-0.372	0
594	1.241	3.353	-0.286	0
595	0	0	-0.372	0
596	1.241	3.353	-0.286	0
597	0	0	0	0
598	0	0	0	0
599	0	2.03	0	0
600	0	3.9	0	0
601	0	7.936	0	0
602	0	3.9	0	0
603	0	2.03	0	0
604	0	7.25	0	0
605	0	7.25	0	0
606	0	7.25	0	0
607	0	7	0	0
608	0	0	0	0
609	0	-0.9	0	0
610	1.656	-0.768	-0.117	0
611	0	7.25	0	0
612	0	7.25	0	0
613	0	7.25	0	0
614	0	7.25	0	0
615	0	7.25	0	0
616	0	7.25	0	0
617	0	7.25	0	0
618	0	7.25	0	0
619	0	7.25	0	0
620	0	3.651	0	0
621	0	1.15	0	0
622	0.205	-0.531	0	0
623	0	0	-0.372	0
624	1.241	3.353	-0.286	0
625	0	7.25	0	0
626	0	7.25	0	0
627	0	0	0.3	0
628	0	0	0.3	0
629	0	0	-0.372	0
630	0	0	0.3	0
631	0	0	-0.372	0
632	1.423	4.055	0.858	0
633	0	0	0.3	0
634	0	0	-0.372	0
635	0	0	0.3	0
636	0	0	0.3	0
637	0	0	-0.372	0
638	0	0	-0.372	0
639	0	0	-0.372	0
640	1.423	4.055	0.858	0
641	0	2.1	0	0
642	0	2.1	0	0
643	0	2.03	0	0
644	0	7.25	0	0
645	0	7.25	0	0
646	0	7.25	0	0
647	0	7.25	0	0
648	0	7.25	0	0
649	0	7.25	0	0
650	0	10	0	0
651	0	7.25	0	0
652	0	7.25	0	0
653	0	7.25	0	0
654	0	7.25	0	0
655	0	5	0	0
656	0	10	0	0
657	0	10	0	0
658	0	3.05	0	0
659	0	4.65	0	0
660	0	10	0	0
661	0	5	0	0
662	0	2.8	0	0
663	0	5	0	0
664	0	2.17	0	0
665	0	2.17	0	0
666	0	7.25	0	0
667	0	7.25	0	0
668	0	3.35	0	0
669	0	6	0	0
670	0	7.25	0	0
671	0	7.25	0	0
672	0	7.25	0	0
673	0	10	0	0
674	0	10	0	0
675	0	7.25	0	0
676	0	10	0	0
677	0	7.25	0	0
678	0	7.25	0	0
679	0	7.25	0	0
680	0	4.8	0	0
681	0	7.25	0	0
682	0	7.25	0	0
683	0	10	0	0
684	0	7.25	0	0
685	0	7.25	0	0
686	0	13.05	0	0
687	0	2.17	0	0
688	0	2.17	0	0
689	0	2.17	0	0
690	0	2.17	0	0
691	0	2.17	0	0
692	0	7.25	0	0
693	0	10.75	0	0
694	0	10.75	0	0
695	0	10.75	0	0
696	0	10.75	0	0
697	0	10.75	0	0
698	0	7.25	0	0
699	0	7.25	0	0
700	0	7.25	0	0
701	0	2.17	0	0
702	0	2.17	0	0
703	0	2.17	0	0
704	0	2.17	0	0
705	0	10.75	0	0
706	0	10.75	0	0
707	0	10.75	0	0
708	0	10.75	0	0
709	0	2.17	0	0
710	0	2.17	0	0
711	0	2.17	0	0
712	0	2.17	0	0
713	0	7.25	0	0
714	0	7.25	0	0
715	0	7.25	0	0
716	0	7.25	0	0
717	0	10.75	0	0
718	0	7.25	0	0
719	0	7.25	0	0
720	0	7.25	0	0
721	0	7.25	0	0
722	0	2.17	0	0
723	0	2.17	0	0
724	0	2.17	0	0
725	0	2.17	0	0
726	0	2.17	0	0
727	0	2.17	0	0
728	0	2.17	0	0
729	0	2.17	0	0
730	0	2.17	0	0
731	0	7.25	0	0
732	0	6.089	0	0
733	0	4.9	0	0
734	0	6.089	0	0
735	0	20	0	0
736	2.3	6.089	0	0
737	0	4.9	0	0
738	2.3	6.089	0	0
739	2.3	6.089	0	0
740	0	0	0	0
741	0	0	0	0
742	0	0	0	0
743	0	0	0	0
744	0	0	0	0
745	0	0	0	0
746	0	0	0	0
747	0	0	0	0
748	0	0	0	0
749	0	0	0	0
750	0	0	0	0
751	0	0	0	0
752	0	0	0	0
753	0	0	0	0
754	0	0	0	0
755	0	14	0	0
756	0	14	0	0
757	0	14	0	0
758	0	14	0	0
759	0	14	0	0
760	0	14	0	0
761	0	14	0	0
762	0	14	0	0
763	0	14	0	0
764	0	14	0	0
765	0	14	0	0
766	0	14	0	0
767	0	14	0	0
768	0	14	0	0
769	0	14	0	0
770	1.423	4.055	0.858	0
771	1.816	1.222	1.581	0
772	0	0.82	0	0
773	1	0	0	0
774	-1.697	-0.456	0.585	0
775	-1.697	-0.456	0.585	0
776	-1.697	-0.456	0.585	0
777	6.28	-1.467	2.03	0
778	1.428	0.086	0.029	0
779	1.428	0.086	0.029	0
780	2.732	-0.229	0.485	0
781	0.845	-0.962	0.713	0
782	1	0	0	0
783	0.845	-0.962	0.713	0
784	1	0	0	0
785	0.845	-0.962	0.713	0
786	0	0	0.462	0
787	1	0	0	0
788	1.438	-0.124	0.264	0
789	0	0	0.347	0
790	0	0	0.347	0
791	0	0	0	0
792	0	0	0	0
793	1.7	-0.6	0	0
794	0	0	0	0
795	0	3.9	0	0
796	0	7.25	0	0
797	0	5	0	0
798	0	10.75	0	0
799	1.3	-0.05	0.2	0
800	1.3	-0.05	0.2	0
801	0.644692639	-0.214342017	0.178219407	0
802	0	12.25026291	0	0
803	-0.805012189	0.321890535	-0.103276888	0
804	0.482190249	0.134368308	0.177746176	0
805	0.00962596	-0.0145554	0.381091	0
806	0.0143774	0.033021	0.26687	0
807	-0.675785	-0.0160421	0.373199	0
808	1.31261	-0.266307	0.637867	0
809	2.69106	-0.849706	0.725731	0
810	3.11923	5.73771	0	0
811	0	5.73772	0	0
812	-0.00742471	0.00217734	0.111803	0
813	-1.7354	-1.24844	0.623897	0
814	0.0113337	0.0236209	0.429747	0
815	0.884988	-0.626905	-0.493344	0
816	-0.276019	1.23685	-0.670745	0
817	-0.0021152	0.0173542	-0.295208	0
818	-2.30738	-0.627326	0.621951	0
819	2.25871	-1.02408	1.0071	0
820	4.66787	-2.62698	1.3248	0
821	5.03208	-2.37742	1.23809	0

