1	-2.5	1.25	3.1	0
2	-2.5	1.25	3.1	0
3	-2	0.7	3	0
4	-2	0.7	3	0
5	-3.4	1.25	3.1	0
6	-3.4	1.25	3.1	0
7	-3.4	1.25	3.1	0
8	-3.4	1.25	3.1	0
9	-2	0.5	3.25	0
10	-3.4	1.25	3.1	0
11	-2	0.5	3.25	0
12	-3.4	1.25	3.1	0
13	0.3	0	1.3	0
14	0.3	0	1.3	0
15	0.3	0	1.3	0
16	-2.5	1.25	3.1	0
17	-3.4	1.25	3.1	0
18	-3.4	1.25	3.1	0
19	-7.4	3	1.8	0
20	-8.4	3	1.8	0
21	1.6	3.2	0	0
22	0	0.5	0	0
23	0	0	0	0
24	0	0	0	0
25	0.7	-1.5	0	0
26	-0.5	0.2	0	0
27	0.8	-0.76	0	0
28	-0.9	0.3	0	0
29	0	0	0.3	0
30	3	5.5	0	0
31	0	5	0	0
32	1.5	5.5	0	0
33	-2	5	0	0
34	1.5	5.5	0	0
35	4	5	0	0
36	0	0	0	0
37	0	0	0.36	0
38	0	0	0.085	0
39	0	0	0	0
40	0	0	0	0
41	-0.65	0	0	0
42	0	0.82	0	0
43	0	0	0	0
44	0	0	0	0
45	0	0.546	0	0
46	0	1.412	0	0
47	5.26	0.82	0	0
48	0	0	0	0
49	1.454	-0.144	-0.775	0
50	0	0	0.275	0
51	0	0	-0.553	0
52	0	0	0.132	0
53	0	0	0	0
54	0	0	0.36	0
55	1.173	0.189	-1.2	0
56	0.65	0	0	0
57	1.816	1.222	1.581	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0.36	0
61	0	0	0.275	0
62	0	0.82	0	0
63	0	0.82	0	0
64	0	0	0	0
65	0	0	0	0
66	0	0	0.36	0
67	0	0	0	0
68	0	5.124	0	0
69	0	5	0	0
70	4.669	5.124	0	0
71	1.5	5	0	0
72	-2	5	0	0
73	4.669	5.124	0	0
74	4	5	0	0
75	0.4	4.9	0	0
76	0	4.9	0	0
77	0	6.603	0	0
78	0	6.089	0	0
79	0	4.9	0	0
80	0	6.089	0	0
81	0	6.089	0	0
82	0	6.089	0	0
83	2.3	6.089	0	0
84	0	4.9	0	0
85	4.542	6.603	1.045	0
86	2.3	6.089	0	0
87	0	4.9	0	0
88	2.3	6.089	0	0
89	2.3	6.089	0	0
90	0	4.9	0	0
91	2.3	6.089	0	0
92	4.6	0	0	0
93	0	4.9	0	0
94	2.3	6.089	0	0
95	0	4.9	0	0
96	0	4.9	0	0
97	0	4.9	0	0
98	2.3	6.089	0	0
99	2.3	6.089	0	0
100	2.3	6.089	0	0
101	2.3	6.089	0	0
102	2.3	6.089	0	0
103	2.3	6.089	0	0
104	0	4.9	0	0
105	2.3	6.089	0	0
106	2.3	6.089	0	0
107	2.3	6.089	0	0
108	0.9	0.23	-0.505	0
109	0	0	0	0
110	2.5	6	0	0
111	3.2	-3	0	0
112	0	0	0	0
113	2	0	0	0
114	0	0	0	0
115	2	0	0	0
116	0	2.1	0	0
117	0	2.1	0	0
118	0	0.2	0	0
119	0	2.1	0	0
120	0	1.1	0	0
121	0	0.2	0	0
122	0.9	0.23	-0.505	0
123	2.5	6	0	0
124	3.2	-3	0	0
125	0.8	-3	0	0
126	0	14	0	0
127	0	14	0	0
128	0	14	0	0
129	0	14	0	0
130	0	7	0	0
131	0	7	0	0
132	0	0	0	0
133	2	1	0	0
134	0	1	0	0
135	-2	1	0	0
136	0	1	0	0
137	-0.75	1.5	0	0
138	0.75	1.5	0	0
139	0	1.5	0	0
140	0	1.5	0	0
141	0	2.17	0	0
142	0	7.25	0	0
143	0	2.1	0	0
144	0	2.1	0	0
145	0	1.1	0	0
146	0	1.1	0	0
147	0	4.9	0	0
148	0	4.9	0	0
149	2.5	6	0	0
150	3.2	-3	0	0
151	0	0	0	0
152	0.3	0	0.5	0
153	0.3	0	0.5	0
154	0	0	0.2	0
155	0	0	0.2	0
156	-0.356	-0.174	0.492	0
157	0	0	0.352	0
158	-0.9	0	0	0
159	-0.9	0	0	0
160	-0.9	0	0	0
161	0	0	0.3	0
162	0	0	0.3	0
163	5.519	-6.7	0.581	0
164	2.722	-5.154	0	0
165	0	1.682	0	0
166	0	1.682	0	0
167	-1.257	-1.806	0.003	0
168	3	3	0	0
169	0	0	0	0
170	0	0	0	0
171	-0.75	0	0	0
172	0.75	0	0	0
173	2	0	0	0
174	-4.344	-1.714	0	0
175	1.711	-0.5	0.663	0
176	1.428	0.086	0.029	0
177	-2.5	0	0.25	0
178	0	0	0.54	0
179	0.3	-0.4	0.4	0
180	0	0	0.4	0
181	-0.55	0	1	0
182	-6.18	0	0	0
183	-2.06	-0.313	0.315	0
184	-4.344	-1.714	0	0
185	-4.344	-1.714	0	0
186	-9	2	0.8	0
187	0	0	-0.1	0
188	-1.697	-0.456	0.585	0
189	-1.697	-0.456	0.585	0
190	9.508	0	0	0
191	-1.552	0	0	0
192	4.319	0	0	0
193	8	0	0	0
194	6.28	-1.467	2.03	0
195	0	0	0.468	0
196	1.3	-0.05	0.2	0
197	1.262	-0.198	0.465	0
198	2.619	-0.62	0.258	0
199	0	-0.65	0	0
200	0	0	0.4	0
201	2.392	-0.674	0.55	0
202	0.845	-0.962	0.713	0
203	0	0	0.3	0
204	1.3	-0.05	0.2	0
205	2.732	-0.229	0.485	0
206	0	0	0.4	0
207	0	0	0.4	0
208	1.262	-0.198	0.465	0
209	1.964	0	0.659	0
210	0	0	0	0
211	0	0	0.452	0
212	0	0	0.452	0
213	0	0	0.366	0
214	-0.55	0	0	0
215	0	0	0.468	0
216	-0.25	0	0	0
217	2	0	0	0
218	0	0	0.4	0
219	11.035	-0.968	0.27	0
220	-1.013	-0.709	0.473	0
221	-0.8	0	0	0
222	0	0	0.464	0
223	0.845	-0.962	0.713	0
224	0.845	-0.962	0.713	0
225	0	0	0.3	0
226	0	0	0.366	0
227	0	0	0.462	0
228	0	0	0.3	0
229	0	0	0.384	0
230	0	0	-0.582	0
231	0	0	0.462	0
232	0	0	0.462	0
233	0	0	0.4	0
234	0	0	0.4	0
235	0	0	0.452	0
236	0	0	0.462	0
237	0	0	0.462	0
238	0	0	0.462	0
239	0	0	0.462	0
240	0	0	0.462	0
241	0	0	0.462	0
242	0	0	-0.225	0
243	0	0	0.3	0
244	0	0	0.464	0
245	0	0	0.45	0
246	0	0	0.366	0
247	1	0	0	0
248	5.2	-0.5	0	0
249	-0.759	-0.282	0.68	0
250	0	0	0.48	0
251	0.925	-0.576	0.677	0
252	1.941	-0.836	0.935	0
253	0	0	0.647	0
254	0	0	0.558	0
255	0	0	0.647	0
256	0	0	0	0
257	0	0	0	0
258	0	0	0	0
259	0	0	0	0
260	0	0	0	0
261	0	0	0	0
