1	367	1.38
2	420	1.357
3	367	1.36
4	450	1.279
5	300	0.3
6	420	1.34
7	420	1.354
8	420	1.354
9	420	1.354
10	420	1.354
11	420	1.354
12	420	1.354
13	461	1.57
14	260	1.526
15	317	1.522
16	386	1.425
17	260	1.526
18	260	1.526
19	317	1.5
20	317	1.51
21	260	1.526
22	317	1.5
23	222	1.81
24	222	1.81
25	320	1.425
26	337	1.449
27	382	1.448
28	317	1.51
29	260	1.526
30	367	1.471
31	337	1.463
32	317	1.495
33	350	1.51
34	570	1.229
35	450	1.364
36	317	1.522
37	317	1.522
38	469	1.4
39	317	1.522
40	400	1.444
41	214	1.327
42	300	1.79
43	490	1.335
44	317	1.522
45	340	1.09
46	410	1.444
47	400	1.49
48	385	1.46
49	656	1.25
50	457	1.358
51	418	1.388
52	447	1.419
53	300	1.98
54	400	1.49
55	385	1.46
56	424	1.383
57	490	1.335
58	553	0.3
59	525	1.48
60	570	1.229
61	700	1.171
62	386	1.425
63	553	0.945
64	386	1.425
65	320	1.41
66	250	1.47
67	400	1.38
68	340	0.3
69	320	1.45
70	450	1.37
71	450	1.364
72	320	1.38
73	230	1.61
74	450	1.67
75	94	1.8
76	374	1.64
77	260	1.526
78	260	1.526
79	317	1.5
80	260	1.526
81	317	1.5
82	222	1.81
83	222	1.81
84	320	1.425
85	337	1.449
86	382	1.448
87	317	1.51
88	260	1.526
89	367	1.471
90	337	1.463
91	222	1.81
92	337	1.475
93	553	0.945
94	340	0.1
95	530	1.34
96	530	1.34
97	530	1.34
98	260	1.526
99	317	1.5
100	317	1.5
101	320	1.425
102	337	1.449
103	382	1.448
104	337	1.475
105	530	1.34
106	317	1.5
107	530	1.34
108	222	1.76
109	469	1.4
110	469	1.4
111	469	1.4
112	469	1.4
113	268	1.529
114	317	1.5
115	222	1.81
116	222	1.81
117	390	1.43
118	390	1.47
119	320	1.41
120	245	1.781
121	340	1.79
122	337	1.449
123	340	0.3
124	382	1.448
125	340	1.09
126	317	1.51
127	317	1.51
128	317	1.51
129	268	1.529
130	367	1.471
131	337	1.463
132	337	1.449
133	337	1.475
134	317	1.51
135	212	1.843
136	245	1.945
137	200	2.19
138	340	1.77
139	317	1.495
140	317	1.504
141	317	1.504
142	317	1.504
143	317	1.495
144	337	1.449
145	280	1.51
146	532.8	1.46
147	382	1.448
148	375	1.49
149	212	1.82
150	337	1.475
151	337	1.449
152	187	1.86
153	317	1.51
154	530	1.34
155	274	1.336
156	250	1.74
157	166	2.038
158	300	1.685
159	250	1.73
160	340	0.5
161	250	1.76
162	250	1.76
163	250	1.73
164	250	1.76
165	250	1.74
166	222	1.81
167	144	2.15
168	340	0.1
169	550	1.12
170	650	1.157
171	400	1.41
172	550	1.24
173	1150	1.21
174	330	1.637
175	420	1.08
176	400	1.426
177	400	1.451
178	400	1.426
179	330	1.784
180	400	1.451
181	400	1.451
182	250	1.47
183	200	1.69
184	320	1.45
185	340	0.3
186	320	1.45
187	450	1.37
188	450	1.364
189	320	1.38
190	340	1.36
191	462	1.399
192	230	1.61
193	462	1.357
194	340	1.36
195	374	1.64
196	300	0.3
197	300	1.725
198	300	1.725
199	300	1.725
200	300	1.725
201	300	1.725
202	300	1.725
203	300	1.725
204	223	2.02
205	700	1.53
206	340	0.5
207	340	0.3
208	700	1.44
209	367	0.3
210	434	1.01
211	427	1.381
212	427	1.381
213	434	1.67
214	427	1.381
215	427	1.381
216	337	1.449
217	500	1.27
218	40	2.05
219	340	0.3
220	340	0.3
221	340	0.1
222	340	0.3
223	340	0.3
224	367	0.3
225	340	0.3
226	340	0.3
227	367	0.3
228	367	0.3
229	300	0.3
230	340	0.1
231	600	0.9572
232	900	0.15
233	40	2.05
234	529.6	0.9572
235	600	0.9572
236	900	0.175
237	600	0.9572
238	900	0.7
239	600	1
240	350	1.445
241	434	1.01
242	481	1.34
243	340	1.77
244	382	1.448
245	266	1.74
246	434	1.01
247	434	1.01
248	434	1.01
249	434	1.01
250	434	1.01
251	434	1.01
252	166	1.48
253	340	1.08
254	340	1.08
255	340	1.09
256	340	1.08
257	340	1.088
258	532.8	1.084
259	166	1.48
260	340	1.08
261	549	1.34
262	427	1.433
263	549	1.34
264	448	1.365
265	367	1.08
266	300	1.9
267	250	2.08
268	385	1.46
269	317	1.51
270	448	1.365
271	700	1.305
272	469	1.4
273	367	1.08
274	427	1.433
275	400	1.45
276	481	1.34
277	483	1.339
278	427	1.381
279	469	1.404
280	414	1.391
281	220	1.78
282	300	1.87
283	250	2.08
284	340	1.77
285	469	1.4
286	546	1.367
287	469	1.4
288	469	1.421
289	317	1.49
290	382	1.385
291	400	1.46
292	427	1.433
293	367	1.08
294	340	1.08
295	367	1.08
296	367	1.08
297	367	1.08
298	367	1.08
299	367	1.08
300	367	1.08
301	385	1.46
302	457	1.29
303	549	1.365
304	385	1.46
305	337	1.475
306	525	1.48
307	434	1.01
308	434	1.01
309	481	1.34
310	481	1.34
