495	495	0.03	2.42
496	496	0.03	2.42
497	497	0.03	2.42
498	498	0.17	3.25
499	499	0.07	3.55
500	500	0.17	3.25
501	501	0.07	3.55
502	502	0.07	3.55
503	503	0	0
504	504	0.03	2.42
505	505	0.03	2.42
506	506	0.03	2.42
507	507	0.14	2.9
508	508	0.07	3.55
509	509	0.076	3.55
510	510	0.03	2.42
511	511	0.03	2.42
512	512	0.14	2.9
513	513	0.07	3.55
514	514	0.17	3.25
515	515	0.07	3.55
516	516	0.07	3.55
517	517	0.03	2.42
518	518	0.03	2.42
519	519	0.03	2.42
520	520	0.14	2.9
521	521	0.17	3.25
522	522	0.07	3.55
523	523	0.07	3.55
524	524	0.07	3.55
525	525	0.03	2.42
526	526	0.03	2.42
527	527	0.03	2.42
528	528	0.17	3.25
529	529	0.07	3.55
530	530	0.07	3.55
531	531	0.07	3.55
532	532	0.07	3.55
533	533	0.07	3.55
534	534	0.07	3.55
535	535	0.07	3.55
536	536	0.07	3.55
537	537	0	0
538	538	0.03	2.42
539	539	0.03	2.42
540	540	0.03	2.42
541	541	0.03	2.42
542	542	0.03	2.42
543	543	0.03	2.42
544	544	0.17	3.25
545	545	0.07	3.55
546	546	0.07	3.55
547	547	0.07	3.55
548	548	0.07	3.55
549	549	0.07	3.55
550	550	0.07	3.55
551	551	0.07	3.55
552	552	0.07	3.55
553	553	0.07	3.55
554	554	0.03	2.42
555	555	0.03	2.42
556	556	0.03	2.42
557	557	0.03	2.42
558	558	0.03	2.42
559	559	0.03	2.42
560	560	0.03	2.42
561	561	0.17	3.25
562	562	0.07	3.55
563	563	0.17	3.25
564	564	0.07	3.55
565	565	0.07	3.55
566	566	0.07	3.55
567	567	0.17	3.25
568	568	0.07	3.55
569	569	0.17	3.25
570	570	0.03	2.42
571	571	0.03	2.42
572	572	0.03	2.42
573	573	0	0
574	574	0.25	3.55
575	575	0.07	3.55
576	576	0.17	3.25
577	577	0.07	3.55
578	578	0.07	3.55
579	579	0.03	2.42
580	580	0.03	2.42
581	581	0.03	2.42
582	582	0.17	3.25
583	583	0.07	3.55
584	584	0.03	2.42
585	585	0.07	3.55
586	586	0.066	3.5
587	587	0.17	3.25
588	588	0.07	3.55
589	589	0.07	3.55
590	590	0.07	3.55
591	591	0.07	3.55
592	592	0.07	3.55
593	593	0.07	3.55
594	594	0.03	2.42
595	595	0.03	2.42
596	596	0.03	2.42
597	597	0.03	2.42
598	598	0.17	3.25
599	599	0.07	3.55
600	600	0.17	3.25
601	601	0.07	3.55
602	602	0.07	3.55
603	603	0.066	3.5
604	604	0.03	2.42
605	605	0.03	2.42
606	606	0.03	2.42
607	607	0.03	2.5
608	608	0.066	3.5
609	609	0.066	3.5
610	610	0.066	3.5
611	611	0.066	3.5
612	612	0.066	3.5
613	613	0.066	3.5
614	614	0.066	3.5
615	615	0.066	3.5
616	616	0.066	3.5
617	617	0.066	3.5
618	618	0.066	3.5
619	619	0.066	3.5
620	620	0.066	3.5
621	621	0.066	3.5
622	622	0.066	3.5
623	623	0.25	3.55
624	624	0	0
625	625	0.07	3.55
626	626	0.105	3.75
627	627	0.17	3.25
628	628	0.066	3.5
629	629	0.066	3.5
630	630	0.066	3.5
631	631	0.07	3.55
632	632	0.07	3.55
633	633	0.07	3.55
634	634	0.07	3.55
635	635	0.07	3.55
636	636	0.07	3.55
637	637	0.25	3.55
638	638	0.054	3.473
639	639	0.05	3.3
640	640	0.05	3.3
641	641	0.076	3.55
642	642	0.066	3.5
643	643	0.03	2.5
644	644	0.06	3.75
645	645	0.054	3.473
646	646	0.05	3.3
647	647	0.05	3.3
648	648	0.04	2.95
649	649	0.076	3.55
650	650	0.3	3.4
651	651	0.03	2.42
652	652	0.066	3.5
653	653	0.066	3.5
654	654	0.066	3.5
655	655	0.07	3.55
656	656	0.03	2.42
657	657	0.07	3.55
658	658	0.03	2.42
659	659	0.07	3.55
660	660	0.061	2.85
661	661	0.07	3.55
662	662	0.061	2.85
663	663	0.47	3.47
664	664	0.118	3.905
665	665	0.07	3.55
666	666	0.062	3.25
667	667	0.061	2.94
668	668	0.07	3.55
669	669	0.061	2.85
670	670	0.07	3.55
671	671	0.47	3.47
672	672	0.07	3.55
673	673	0.6	3.75
674	674	0.066	3.5
675	675	0.25	3.55
676	676	0.07	3.55
677	677	0.07	3.55
678	678	0.07	3.55
679	679	0.07	3.55
680	680	0.07	3.55
681	681	0.03	2.42
682	682	0.03	2.42
683	683	0.05	3.55
684	684	0.17	3.25
685	685	0	0
686	686	0	0
687	687	0.03	2.42
688	688	0.066	3.5
689	689	0.066	3.5
690	690	0.17	3.25
691	691	0.17	3.25
692	692	0.17	3.25
693	693	0.05	3.55
694	694	0.17	3.2
695	695	0.066	3.3
696	696	0.066	3.3
697	697	0.066	3.3
698	698	0.066	3.3
699	699	0.066	3.3
700	700	0.015	2.5
701	701	0.12	3.25
702	702	0.17	2.96
703	703	0.066	3.5
704	704	0.015	2.5
705	705	0.066	3.5
706	706	0.066	3.5
707	707	0.066	3.5
708	708	0.12	3.25
709	709	0.07	3.55
710	710	0.066	3.3
711	711	0.17	3.25
712	712	0.21	2.96
713	713	0.105	3.75
714	714	0.17	3
715	715	0.066	3.5
716	716	0.066	3.5
717	717	0.066	3.5
718	718	0.015	2.42
719	719	0.015	2.42
720	720	0.015	2.42
721	721	0.14	2.9
722	722	0.2	3.74
723	723	0.066	3.5
724	724	0.066	3.5
725	725	0.03	2.5
726	726	0.2	3.74
727	727	0.061	3.1181
728	728	0.17	3.15
729	729	0.21	2.86
730	730	0.17	3.3
731	731	0.17	3.3
732	732	0.17	3.3
733	733	0.066	3.5
734	734	0.066	3.5
735	735	0.066	3.5
736	736	0.066	3.5
737	737	0.066	3.5
738	738	0.066	3.5
739	739	0	0
740	740	0	0
741	741	0.015	2.5
742	742	0.066	3.5
743	743	0.066	3.5
744	744	0.066	3.5
745	745	0.066	3.5
746	746	0.07	3.55
747	747	0.07	3.55
748	748	0.07	3.55
749	749	0.066	3.5
750	750	0.066	3.5
751	751	0.066	3.5
752	752	0.066	3.5
753	753	0.066	3.5
754	754	0.066	3.5
755	755	0.086	3.3
756	756	0.015	2.42
757	757	0.21	3.3
758	758	0.135	3.3
759	759	0.1	3.3
760	760	0.015	2.5
761	761	0.066	3.5
762	762	0.066	3.5
763	763	0.066	3.5
764	764	0.17	3.12
765	765	0	0
766	766	0.17	3.25
767	767	0.17	3.25
768	768	0.17	3.25
769	769	0.21	3.3
770	770	0.17	3.25
771	771	0	0
772	772	0.066	3.5
773	773	0.066	3.5
774	774	0.066	3.5
775	775	0.066	3.5
776	776	0.07	3.55
777	777	0.076	3.55
778	778	0.07	3.55
779	779	0.07	3.55
780	780	0.03	2.5
781	781	0.066	3.5
782	782	0.105	3.75
783	783	0.17	3.25
784	784	0.21	2.96
785	785	0	0
786	786	0.061	2.94
787	787	0.066	3.5
788	788	0.03	2.5
789	789	0.066	3.5
790	790	0.066	3.5
791	791	0.066	3.5
792	792	0.066	3.5
793	793	0.066	3.5
794	794	0.097	3.5
795	795	0.053	2.95
796	796	0.062	3.25
797	797	0.03	2.5
798	798	0.066	3.5
799	799	0.066	3.5
800	800	0.3	3.4
801	801	0.066	3.5
802	802	0.03	2.5
803	803	0.066	3.5
804	804	0.066	3.5
805	805	0.47	3.47
806	806	0.066	3.5
807	807	0.03	2.5
808	808	0.066	3.5
809	809	0.066	3.5
810	810	0.061	2.94
811	811	0.3	3.4
812	812	0.47	3.47
813	813	0.07	3.55
814	814	0.14	2.9
815	815	0.066	3.5
816	816	0.06	2.9
817	817	0.17	3.25
818	818	0.07	3.55
819	819	0.066	3.5
820	820	0.105	3.75
821	821	0.105	3.75
822	822	0.21	2.96
823	823	0.17	3.25
824	824	0	0
825	825	0.17	3.12
826	826	0	0
827	827	0.066	3.5
828	828	0.066	3.5
829	829	0.07	3.55
830	830	0.07	3.55
831	831	0.07	3.55
832	832	0.07	3.55
833	833	0.07	3.55
834	834	0.0125	1.96
835	835	0.066	3.5
836	836	0.066	3.5
837	837	0.066	3.5
838	838	0.6	3.75
839	839	0.03	2.5
840	840	0.17	3.25
841	841	0.07	3.55
842	842	0.07	3.55
843	843	0.17	3.25
844	844	0.07	3.55
845	845	0.105	3.75
846	846	0.21	2.96
847	847	0.17	3.25
848	848	0.066	3.5
849	849	0.066	3.5
850	850	0.066	3.5
851	851	0.066	3.5
852	852	0.015	2.42
853	853	0.105	3.75
854	854	0.21	2.96
855	855	0.015	2.42
856	856	0.066	3.5
857	857	0.066	3.5
858	858	0.066	3.5
859	859	0.066	3.5
860	860	0.066	3.5
861	861	0.066	3.5
862	862	0.066	3.5
863	863	0.066	3.5
864	864	0.066	3.5
865	865	0.066	3.5
866	866	0.1	4
867	867	0.1	4
868	868	0.1	4
869	869	0.1	4
870	870	0.03	2.5
871	871	0.066	3.5
872	872	0.066	3.5
873	873	0.066	3.5
874	874	0.066	3.5
875	875	0.72	3.08
876	876	0.11779	4.18
877	877	0.09	4.51
878	878	0.07	5.15
879	879	0.018279	2.7
880	880	0.002772	3.35
881	881	0.000328	4.06
882	882	0.000171	4.32
883	883	8.10E-05	4.82
884	884	0.875044	2.91
885	885	0.449657	3.47
886	886	0.118226	3.82
887	887	0.047096	4.18
888	888	0.066	3.5
889	889	0.066	3.5
890	890	0.066	3.5
891	891	0.066	3.5
892	892	0.03	2.5
893	893	0.17	3.25
894	894	0.07	3.55
895	895	0.17	3.25
896	896	0.07	3.55
897	897	0.076	3.55
898	898	0.076	3.55
899	899	0.03	2.42
900	900	0.086	3.3
901	901	0.086	3.3
902	902	0.086	3.3
903	903	0.086	3.3
904	904	0.086	3.3
905	905	0.21	2.96
906	906	0.066	3.5
907	907	0.066	3.5
908	908	0.066	3.5
909	909	0.066	3.5
910	910	0.03	2.5
911	911	0.026290631	2.5
912	912	0.076	3.55
913	913	0.03	2.42
914	914	0.076	3.55
915	915	0.076	3.55
916	916	0.17	3.12
917	917	0	0
918	918	0.17	3.07
919	919	0	0
920	920	0.17	3.07
921	921	0	0
922	922	0.03	2.5
923	923	0.076	3.55
924	924	0.08	3.5
925	925	0.08	3.5
926	926	0.08	3.5
927	927	0.08	3.5
928	928	0.08	3.5
929	929	0.08	3.5
930	930	0.08	3.5
931	931	0.076	3.55
932	932	0.105	3.1875
933	933	0.168	3.108
934	934	0.17	2.55
935	935	0.076	3.55
936	936	0.076	3.55
937	937	0.076	3.55
938	938	0.15	2.42
939	939	0.15	2.42
940	940	0.086	3.3
941	941	0.086	3.3
942	942	0.086	3.3
