1	33	109.47
2	50	109.5
3	63	112.4
4	63	112.4
5	80	109.5
6	63	112.4
7	63	112.4
8	80	109.5
9	63	112.4
10	63	112.4
11	63	112.4
12	63	112.4
13	80	109.5
14	63	114
15	63	112.4
16	50	108.6
17	50	114.7
18	50	114.7
19	80	109.5
20	80	109.5
21	80	109.5
22	80	110.3
23	80	111.2
24	56.2	109.47
25	56.2	109.47
26	56.2	109.47
27	56.2	109.47
28	80	111.2
29	63	112.4
30	63	114
31	63	112.4
32	63	112.4
33	80	111.2
34	80	111.2
35	63	115.6
36	80	120.4
37	80	121
38	80	121.4
39	80	126
40	80	121
41	80	120.4
42	70	115
43	80	120.4
44	70	120
45	85	120
46	70	108
47	70	116
48	80	111
49	80	117.2
50	80	120.4
51	81	111.4
52	81	111.4
53	83	123.4
54	75	109
55	75	119
56	70	114.2
57	70	116.6
58	70	116.6
59	70	116.6
60	70	116.6
61	70	116.6
62	80	122.9
63	81	111.4
64	70	116
65	80	120.4
66	35	115
67	35	115
68	35	123
69	40	114
70	40	115
71	40	115
72	70	115.5
73	80	125.3
74	35	115
75	70	115.5
76	70	116
77	70	120
78	80	120.4
79	81	111.4
80	85	120
81	70	116
82	80	116
83	80	124
84	65	117
85	70	117
86	70	117
87	70	117
88	70	117
89	80	126
90	80	126
91	35	122
92	80	122.5
93	70	114.1
94	70	118.6
95	70	118.6
96	80	120.6
97	70	111.3
98	70	111.3
99	80	128.8
100	75	109
101	75	119
102	70	116
103	80	120.4
104	80	128.2
105	70	115.4
106	70	118.6
107	80	120.9
108	70	116.6
109	80	122.9
110	10	117
111	35	113
112	35	113
113	55	108.5
114	55	108.5
115	55	108.5
116	55	108.5
117	49	105.4
118	5	109.47
119	10	109.47
120	10	109.47
121	35	109
122	10	109.47
123	35	113
124	55	108.5
125	55	108.5
126	100	120.5
127	74	110
128	100	126
129	10	109.47
130	33	109.47
131	63	112.4
132	63	111.1
133	80	109.5
134	63	111.1
135	63	111.5
136	63	112.4
137	80	109.5
138	63	111.1
139	63	111.5
140	63	111.5
141	63	111.5
142	80	109.5
143	80	109.5
144	80	109.5
145	80	109.5
146	63	110.1
147	80	109.5
148	80	109.7
149	80	109.7
150	56.2	109.47
151	56.2	109.47
152	56.2	109.47
153	56.2	109.47
154	80	109.7
155	63	112.4
156	80	109.5
157	80	109.5
158	80	109.5
159	80	109.5
160	70	124
161	70	124
162	70	124
163	70	118
164	70	118
165	70	118
166	70	124
167	70	124
168	70	124
169	70	118
170	70	118
171	70	118
172	70	118
173	70	118
174	70	118
175	70	118
176	70	124
177	70	124
178	70	124
179	70	124
180	70	118
181	70	118
182	70	118
183	70	120
184	85	120
185	85	120
186	85	120
187	85	120
188	85	120
189	77	109.1
190	40	109.5
191	50	109.5
192	63	111.1
193	63	111.1
194	40	109.5
195	40	109.5
196	63	109.5
197	50	109.5
198	50	109.5
199	58.35	112.7
200	63	111.1
201	50	108.6
202	50	114.7
203	58.35	112.7
204	50	109.5
205	50	109.5
206	69	109.8
207	69	109.8
208	78	111.7
209	50	108.6
210	50	109.5
211	63	110.1
212	80	109.7
213	80	109.7
214	50	114.7
215	56.2	109.47
216	56.2	109.47
217	56.2	109.47
218	56.2	109.47
219	80	111.2
220	33	107.8
221	35	108.5
222	35	108.5
223	35	109.5
224	35	109.5
225	35	109.5
226	35	109.5
227	35	109.5
228	35	109.5
229	35	109.5
230	35	109.5
231	35	109.5
232	37.5	110.7
233	40	107
234	51	107.6
235	35	109.5
236	50	109.5
237	63	111.1
238	63	112.4
239	35	109.5
240	40	109.5
241	40	109.5
242	50	109.5
243	50	109.5
244	50	109.5
245	50	114.7
246	63	112
247	63	114
248	63	114
249	80	111.2
250	35	109.5
251	37.5	110.7
252	50	109.5
253	58.35	112.7
254	35	109.5
255	80	111.2
256	80	111.2
257	35	109.5
258	80	111.2
259	35	109.5
260	63	110.1
261	65	109
262	35	109.5
263	80	111.2
264	35	109.5
265	63	114
266	41	109.5
267	43	109.5
268	43	109.5
269	51	107.6
270	69	109.8
271	69	110
272	69	110
273	78	111.7
274	75	111
275	75	112
276	35	109.5
277	50	108.6
278	50	109.5
279	35	109.5
280	63	115.6
281	35	109.5
282	63	114
283	35	109.5
284	50	114.7
285	63	114
286	35	109.5
287	63	114
288	35	109.5
289	63	115.6
290	35	109.5
291	80	110
292	80	113
293	37.5	110.7
294	35	105
295	63	105
296	35	109.5
297	80	111.2
298	35	105
299	63	111.1
300	41	109.5
301	43	109.5
302	35	109.5
303	50	109.5
304	50	109.5
305	35	109.5
306	80	109.7
307	35	109.5
308	60	112
309	70	124
310	70	124
311	70	124
312	70	118
313	70	118
314	70	118
315	70	124
316	70	124
317	70	124
318	70	118
319	70	118
320	70	118
321	70	118
322	70	118
323	70	118
324	70	118
325	70	124
326	70	124
327	70	124
328	70	124
329	70	118
330	70	118
331	70	118
332	70	118
333	70	118
334	70	118
335	70	118
336	35	92.07
337	44	96
338	44	96
339	44	96
340	5	109.47
341	10	109.47
342	10	160
343	150	96.7
344	150	96.7
345	150	96.7
346	150	96.7
347	50	96
348	62	98.9
349	62	98.9
350	68	103.7
351	68	103.7
352	68	103.7
353	65	100
354	5	109.47
355	10	109.47
356	10	160
357	150	96.7
358	150	96.7
359	150	96.7
360	150	96.7
361	62	104.2
362	62	104.2
363	74	92.4
364	10	130
365	10	130
366	74	97
367	10	130
368	74	90
369	74	97
370	74	97
371	62	94
372	10	109.47
373	33	109.47
374	150	180
375	170	180
376	100	180
377	150	180
378	140	180
379	150	180
380	10	90
381	112	180
382	150	180
383	160	180
384	150	180
385	160	180
386	160	180
387	150	180
388	150	180
389	100	111.8
390	83	116.9
391	83	116.9
392	100	111.8
393	55	108.5
394	55	108.5
395	83	116.9
396	100	111.8
397	60	109.5
398	83	116.9
399	5	109.47
400	10	109.47
401	75	111
402	10	109.47
403	75	111
404	75	111
405	75	111
406	83	116.9
407	100	111.8
408	60	109.5
409	100	113
410	100	113
411	100	113
412	70	104.5
413	10	125
414	100	120.5
415	100	120.5
416	100	120.5
417	100	120.5
418	100	120.5
419	100	120.5
420	10	125
421	70	106.5
422	70	107
423	10	125
424	70	104
425	70	106.5
426	70	106.5
427	70	108.9
428	20	145
429	40	130
430	33	109.47
431	62	96
432	74	107
433	10	90
434	50	121.9
435	70	126.4
436	46	115.7
437	50	121.9
438	50	121.9
439	50	118
440	50	121.9
441	50	118
442	50	121.9
443	70	112
444	70	108.6
445	10	109.5
446	10	100
447	35	110.2
448	35	119.8
449	35	120
450	38	118.4
451	38	118.4
452	38	118.4
453	38	118.4
454	35	119.8
455	50	118
456	50	121.9
457	70	118
458	35	120
459	35	118
460	70	125.2
461	50	120
462	100	111
463	35	119.8
464	70	118
465	70	117
466	35	119.8
467	70	118
468	35	119.8
469	70	118
470	40	113
471	55	128
472	70	121
473	20	126
474	33	109.47
475	75	104.52
476	50	52.26
477	34.05	104.52
478	75	109.5
479	50	54.75
480	75	104.52
481	50	109.47
482	50	110.6948
483	75	109.47
484	51.8	107.2
485	51.8	107.2
486	51.8	107.2
487	51.8	107.2
488	51.8	107.2
489	51.8	107.2
490	51.8	107.2
491	51.8	107.2
492	51.8	107.2
493	51.8	107.2
494	63	111.1
495	10	100
496	35	109.5
497	43.2	108.1
498	43.2	108.1
499	43.2	108.1
500	43.6	106.4
501	10	109.5
502	35	116
503	50	116
504	50	116
505	63	112
506	35	115
507	50	108.6
508	50	108.6
509	50	109.5
510	33	109.47
511	10	109.5
512	33	109.47
513	37.5	109.47
514	80	108
515	80	121.5
516	85	119.7
517	70	119.7
518	70	130
519	10	90
520	35	114.5
521	35	117
522	35	117
523	35	119.7
524	35	120
525	50	112
526	60	114
527	2	90
528	35	120
529	70	123
530	70	123
531	70	124
532	70	124
533	75	121.5
534	80	121.5
535	85	119.4
536	85	120.7
537	35	123.3
538	85	117
539	85	119.7
540	2	90
541	35	120
542	70	123
543	70	123
544	70	124
545	35	119.1
546	70	120
547	70	120
548	70	121.2
549	85	119.4
550	35	119.1
551	35	119.7
552	60	114
553	75	120
554	35	135
555	70	119.7
556	70	124
557	35	119.1
558	35	119.1
559	70	120
560	70	120
561	70	121.2
562	85	119.4
563	40	121
564	80	122
565	80	122
566	80	125
567	70	120
568	85	120
569	70	119.7
570	10	90
571	63	120
572	70	120
573	70	120
574	70	120
575	70	120
576	70	120
577	70	120
578	70	120
579	70	120
580	70	120
581	70	124
582	75	120
583	80	120
584	80	120
585	85	119.4
586	85	120
587	2	90
588	35	119.1
589	35	120
590	35	120
591	70	124
592	70	120
593	70	120
594	70	120.1
595	70	120.1
596	35	116
597	70	116
598	70	116
599	70	119.3
600	70	120
601	70	121.5
602	70	121.5
603	70	124
604	75	120
605	35	120
