3	12.011	
4	1.008	
5	12.011	
6	1.008	
7	12.011	
8	1.008	
9	12.011	
10	12.011	
11	12.011	
12	15.999	
13	15.999	
14	12.011	
15	1.008	
16	32.06	
17	15.999	
18	14.007	
19	22.99	
